OK 0 (Z: {'X': 241.08, 'Y': 40.54, 'Z': 128.85, 'A': 90.05}) 
OK 0 (Z: {'X': 265.13, 'Y': 40.43, 'Z': 112.12, 'A': 270.05}) 
OK 0 (Z: {'X': 241.73, 'Y': 40.22, 'Z': 109.24, 'A': 90.05}) 
OK 0 (Z: {'X': 265.88, 'Y': 42.21, 'Z': 109.48, 'A': 90.05}) 
OK 0 (Z: {'X': 239.73, 'Y': 41.88, 'Z': 110.86, 'A': 270.05}) 
OK 0 (Z: {'X': 265.08, 'Y': 41.47, 'Z': 109.96, 'A': 270.05}) 
OK 0 (Z: {'X': 241.25, 'Y': 41.0, 'Z': 108.88, 'A': 90.05}) 
OK 0 (Z: {'X': 266.25, 'Y': 40.04, 'Z': 109.72, 'A': 90.05}) 
OK 0 (Z: {'X': 239.4, 'Y': 41.73, 'Z': 110.02, 'A': 270.05}) 
OK 0 (Z: {'X': 264.73, 'Y': 41.45, 'Z': 109.66, 'A': 270.05}) 
OK 0 (Z: {'X': 241.5, 'Y': 39.89, 'Z': 107.56, 'A': 90.05}) 
Falha 0 (Z: {'X': 264.08, 'Y': 38.27, 'Z': 110.2, 'A': 90.05}) 
Falha 1 (Z: 109.9) 
OK 0 (Z: {'X': 240.05, 'Y': 40.9, 'Z': 110.14, 'A': 270.05}) 
OK 0 (Z: {'X': 265.38, 'Y': 41.47, 'Z': 112.3, 'A': 270.05}) 
OK 0 (Z: {'X': 240.93, 'Y': 39.43, 'Z': 109.42, 'A': 90.05}) 
OK 0 (Z: {'X': 266.18, 'Y': 39.74, 'Z': 108.52, 'A': 90.05}) 
OK 0 (Z: {'X': 239.5, 'Y': 40.57, 'Z': 111.7, 'A': 270.05}) 
OK 0 (Z: {'X': 264.85, 'Y': 40.5, 'Z': 109.78, 'A': 270.05}) 
OK 0 (Z: {'X': 241.15, 'Y': 40.11, 'Z': 109.06, 'A': 90.05}) 
OK 0 (Z: {'X': 265.5, 'Y': 40.48, 'Z': 109.12, 'A': 90.05}) 
OK 0 (Z: {'X': 239.93, 'Y': 41.03, 'Z': 109.72, 'A': 270.05}) 
OK 0 (Z: {'X': 265.2, 'Y': 40.23, 'Z': 109.54, 'A': 270.05}) 
OK 0 (Z: {'X': 241.18, 'Y': 41.02, 'Z': 107.74, 'A': 90.05}) 
OK 0 (Z: {'X': 239.75, 'Y': 41.77, 'Z': 110.86, 'A': 270.05}) 
OK 0 (Z: {'X': 264.7, 'Y': 40.75, 'Z': 111.16, 'A': 270.05}) 
OK 0 (Z: {'X': 241.28, 'Y': 39.5, 'Z': 109.3, 'A': 90.05}) 
OK 0 (Z: {'X': 266.18, 'Y': 40.61, 'Z': 109.48, 'A': 90.05}) 
OK 0 (Z: {'X': 239.45, 'Y': 41.09, 'Z': 110.44, 'A': 270.05}) 
OK 0 (Z: {'X': 264.93, 'Y': 41.04, 'Z': 112.18, 'A': 270.05}) 
OK 0 (Z: {'X': 244.13, 'Y': 40.02, 'Z': 108.46, 'A': 90.05}) 
OK 0 (Z: {'X': 265.83, 'Y': 40.87, 'Z': 109.18, 'A': 90.05}) 
OK 0 (Z: {'X': 240.13, 'Y': 40.75, 'Z': 128.73, 'A': 270.05}) 
OK 0 (Z: {'X': 265.65, 'Y': 40.99, 'Z': 109.78, 'A': 270.05}) 
OK 0 (Z: {'X': 240.95, 'Y': 40.02, 'Z': 108.82, 'A': 90.05}) 
OK 0 (Z: {'X': 266.63, 'Y': 41.17, 'Z': 109.6, 'A': 90.05}) 
OK 0 (Z: {'X': 239.7, 'Y': 42.35, 'Z': 112.3, 'A': 270.05}) 
OK 0 (Z: {'X': 265.1, 'Y': 41.68, 'Z': 111.46, 'A': 270.05}) 
OK 0 (Z: {'X': 242.38, 'Y': 40.08, 'Z': 99.1, 'A': 90.05}) 
Falha 0 (Z: {'X': 266.8, 'Y': 40.0, 'Z': 98.32, 'A': 90.05}) 
OK 1 (Z: 98.08) 
OK 0 (Z: {'X': 239.9, 'Y': 40.82, 'Z': 99.94, 'A': 270.05}) 
OK 0 (Z: {'X': 265.43, 'Y': 40.15, 'Z': 101.74, 'A': 270.05}) 
OK 0 (Z: {'X': 13.6, 'Y': 0.0, 'Z': 0.0, 'A': -0.04}) 
OK 0 (Z: {'X': 13.6, 'Y': 0.0, 'Z': 0.0, 'A': -0.04}) 
OK 0 (Z: {'X': 13.6, 'Y': 0.0, 'Z': 0.0, 'A': -0.04}) 
OK 0 (Z: {'X': 240.8, 'Y': 39.95, 'Z': 111.22, 'A': 90.05}) 
OK 0 (Z: {'X': 266.6, 'Y': 40.59, 'Z': 109.9, 'A': 90.05}) 
OK 0 (Z: {'X': 239.83, 'Y': 41.4, 'Z': 112.12, 'A': 270.05}) 
OK 0 (Z: {'X': 264.93, 'Y': 40.31, 'Z': 112.72, 'A': 270.05}) 
OK 0 (Z: {'X': 240.05, 'Y': 40.72, 'Z': 110.8, 'A': 90.05}) 
OK 0 (Z: {'X': 266.15, 'Y': 39.43, 'Z': 108.16, 'A': 90.05}) 
OK 0 (Z: {'X': 239.55, 'Y': 41.38, 'Z': 110.86, 'A': 270.05}) 
OK 0 (Z: {'X': 264.77, 'Y': 40.69, 'Z': 111.46, 'A': 270.05}) 
OK 0 (Z: {'X': 241.7, 'Y': 40.22, 'Z': 109.48, 'A': 90.05}) 
OK 0 (Z: {'X': 266.38, 'Y': 39.79, 'Z': 107.92, 'A': 90.05}) 
OK 0 (Z: {'X': 240.0, 'Y': 40.75, 'Z': 108.7, 'A': 270.05}) 
OK 0 (Z: {'X': 241.6, 'Y': 40.4, 'Z': 106.72, 'A': 90.05}) 
OK 0 (Z: {'X': 242.73, 'Y': 38.56, 'Z': 109.72, 'A': 270.05}) 
OK 0 (Z: {'X': 267.8, 'Y': 35.76, 'Z': 106.6, 'A': 270.05}) 
OK 0 (Z: {'X': 240.93, 'Y': 40.13, 'Z': 108.16, 'A': 90.05}) 
OK 0 (Z: {'X': 266.6, 'Y': 40.49, 'Z': 107.68, 'A': 90.05}) 
OK 0 (Z: {'X': 239.45, 'Y': 41.93, 'Z': 110.44, 'A': 270.05}) 
OK 0 (Z: {'X': 264.88, 'Y': 41.67, 'Z': 110.98, 'A': 270.05}) 
OK 0 (Z: {'X': 241.58, 'Y': 39.59, 'Z': 107.38, 'A': 90.05}) 
OK 0 (Z: {'X': 266.83, 'Y': 39.78, 'Z': 107.32, 'A': 90.05}) 
OK 0 (Z: {'X': 239.58, 'Y': 40.81, 'Z': 108.64, 'A': 270.05}) 
OK 0 (Z: {'X': 265.3, 'Y': 40.29, 'Z': 109.18, 'A': 270.05}) 
OK 0 (Z: {'X': 241.23, 'Y': 40.25, 'Z': 108.58, 'A': 90.05}) 
OK 0 (Z: {'X': 265.88, 'Y': 40.2, 'Z': 106.0, 'A': 90.05}) 
OK 0 (Z: {'X': 239.45, 'Y': 41.31, 'Z': 109.18, 'A': 270.05}) 
OK 0 (Z: {'X': 264.73, 'Y': 40.47, 'Z': 107.5, 'A': 270.05}) 
OK 0 (Z: {'X': 241.9, 'Y': 40.27, 'Z': 106.6, 'A': 90.05}) 
Falha 0 (Z: {'X': 264.4, 'Y': 39.74, 'Z': 108.52, 'A': 90.05}) 
Falha 1 (Z: 108.52) 
Falha 0 (Z: {'X': 240.1, 'Y': 41.81, 'Z': 109.66, 'A': 270.05}) 
OK 1 (Z: 108.94) 
OK 0 (Z: {'X': 265.13, 'Y': 41.25, 'Z': 108.58, 'A': 270.05}) 
OK 0 (Z: {'X': 241.68, 'Y': 39.44, 'Z': 107.86, 'A': 90.05}) 
OK 0 (Z: {'X': 266.33, 'Y': 38.77, 'Z': 108.04, 'A': 90.05}) 
OK 0 (Z: {'X': 239.63, 'Y': 39.97, 'Z': 109.0, 'A': 270.05}) 
OK 0 (Z: {'X': 264.9, 'Y': 39.41, 'Z': 108.58, 'A': 270.05}) 
OK 0 (Z: {'X': 241.43, 'Y': 39.27, 'Z': 105.82, 'A': 90.05}) 
OK 0 (Z: {'X': 266.18, 'Y': 40.25, 'Z': 106.6, 'A': 90.05}) 
OK 0 (Z: {'X': 239.63, 'Y': 40.81, 'Z': 108.7, 'A': 270.05}) 
OK 0 (Z: {'X': 265.08, 'Y': 40.2, 'Z': 107.14, 'A': 270.05}) 
OK 0 (Z: {'X': 240.85, 'Y': 40.62, 'Z': 106.48, 'A': 90.05}) 
OK 0 (Z: {'X': 266.4, 'Y': 40.97, 'Z': 110.2, 'A': 90.05}) 
OK 0 (Z: {'X': 239.5, 'Y': 42.63, 'Z': 110.02, 'A': 270.05}) 
OK 0 (Z: {'X': 264.95, 'Y': 42.32, 'Z': 110.5, 'A': 270.05}) 
OK 0 (Z: {'X': 241.6, 'Y': 39.59, 'Z': 107.68, 'A': 90.05}) 
OK 0 (Z: {'X': 267.05, 'Y': 39.26, 'Z': 108.76, 'A': 90.05}) 
OK 0 (Z: {'X': 239.83, 'Y': 40.18, 'Z': 109.6, 'A': 270.05}) 
OK 0 (Z: {'X': 265.2, 'Y': 40.27, 'Z': 109.36, 'A': 270.05}) 
OK 0 (Z: {'X': 241.75, 'Y': 41.04, 'Z': 106.72, 'A': 90.05}) 
OK 0 (Z: {'X': 266.4, 'Y': 40.4, 'Z': 105.94, 'A': 90.05}) 
OK 0 (Z: {'X': 239.5, 'Y': 41.7, 'Z': 107.68, 'A': 270.05}) 
OK 0 (Z: {'X': 264.98, 'Y': 41.05, 'Z': 107.56, 'A': 270.05}) 
OK 0 (Z: {'X': 241.03, 'Y': 40.87, 'Z': 105.46, 'A': 90.05}) 
OK 0 (Z: {'X': 266.33, 'Y': 41.0, 'Z': 108.1, 'A': 90.05}) 
OK 0 (Z: {'X': 239.58, 'Y': 43.09, 'Z': 110.5, 'A': 270.05}) 
OK 0 (Z: {'X': 264.88, 'Y': 42.36, 'Z': 109.36, 'A': 270.05}) 
Falha 0 (Z: {'X': 13.6, 'Y': 0.0, 'Z': 0.0, 'A': -0.04}) 
Falha 1 (Z: 0.0) 
OK 0 (Z: {'X': 241.13, 'Y': 41.52, 'Z': 110.86, 'A': 90.05}) 
OK 0 (Z: {'X': 265.55, 'Y': 41.9, 'Z': 110.08, 'A': 90.05}) 
OK 0 (Z: {'X': 240.3, 'Y': 42.75, 'Z': 112.54, 'A': 270.05}) 
OK 0 (Z: {'X': 265.8, 'Y': 41.86, 'Z': 112.54, 'A': 270.05}) 
OK 0 (Z: {'X': 242.0, 'Y': 40.11, 'Z': 110.68, 'A': 90.05}) 
OK 0 (Z: {'X': 265.88, 'Y': 41.0, 'Z': 108.82, 'A': 90.05}) 
OK 0 (Z: {'X': 238.88, 'Y': 41.93, 'Z': 110.2, 'A': 270.05}) 
OK 0 (Z: {'X': 264.43, 'Y': 41.05, 'Z': 109.84, 'A': 270.05}) 
OK 0 (Z: {'X': 241.3, 'Y': 40.18, 'Z': 107.5, 'A': 90.05}) 
Falha 0 (Z: {'X': 264.35, 'Y': 39.22, 'Z': 109.6, 'A': 90.05}) 
Falha 1 (Z: 108.52) 
OK 0 (Z: {'X': 239.43, 'Y': 42.16, 'Z': 110.2, 'A': 270.05}) 
OK 0 (Z: {'X': 264.8, 'Y': 41.55, 'Z': 110.74, 'A': 270.05}) 
OK 0 (Z: {'X': 240.53, 'Y': 40.52, 'Z': 108.22, 'A': 90.05}) 
OK 0 (Z: {'X': 265.08, 'Y': 39.97, 'Z': 106.78, 'A': 90.05}) 
OK 0 (Z: {'X': 239.88, 'Y': 41.33, 'Z': 108.88, 'A': 270.05}) 
OK 0 (Z: {'X': 265.25, 'Y': 40.63, 'Z': 106.9, 'A': 270.05}) 
OK 0 (Z: {'X': 241.7, 'Y': 39.54, 'Z': 106.54, 'A': 90.05}) 
OK 0 (Z: {'X': 266.38, 'Y': 39.49, 'Z': 105.76, 'A': 90.05}) 
OK 0 (Z: {'X': 239.73, 'Y': 40.51, 'Z': 108.4, 'A': 270.05}) 
OK 0 (Z: {'X': 265.02, 'Y': 40.12, 'Z': 107.86, 'A': 270.05}) 
OK 0 (Z: {'X': 241.28, 'Y': 41.02, 'Z': 106.18, 'A': 90.05}) 
